id,predicted_polarity,predicted_label,predicted_intensity,raw_intensity,classification_principal_modality,regression_principal_modality,classification_margin,classification_bias,classification_accounting_error,raw_text,classification_modal_scores_T,classification_modality_shares_T,regression_modal_scores_T,regression_modality_shares_T,precision_weight_T,available_T,key_evidence_T,classification_modal_scores_A,classification_modality_shares_A,regression_modal_scores_A,regression_modality_shares_A,precision_weight_A,available_A,key_evidence_A,classification_modal_scores_V,classification_modality_shares_V,regression_modal_scores_V,regression_modality_shares_V,precision_weight_V,available_V,key_evidence_V,time_note
11,0,负向,-1.7402122020721436,-1.7402122020721436,T,T,7.147138023376465,0.39831538647413256,5.289912223815918e-07,I would be ashamed to have made this film if I was a director,6.779362678527832,0.9940088391304016,-0.6485898494720459,0.957241415977478,0.40053069591522217,True,"位置[4]，ashamed，字符[[11, 18]]，分数+0.5581；估计0.88—1.38s；
位置[6]，have，字符[[22, 26]]，分数+0.5324；估计3.35—3.49s；
位置[3]，be，字符[[8, 10]]，分数+0.5289；估计0.76—0.80s",-0.03570052608847618,0.005234509240835905,-0.011097840033471584,0.016379091888666153,0.3093266487121582,True,"位置[9]，film，字符[[37, 41]]，分数-0.0082；估计3.91—4.19s；
位置[12]，was，字符[[47, 50]]，分数-0.0061；估计4.62—4.74s；
位置[3]，be，字符[[8, 10]]，分数-0.0058；估计0.76—0.80s",0.0051605794578790665,0.0007566583808511496,-0.0178737323731184,0.026379501447081566,0.290142685174942,True,"位置[1]，I，字符[[0, 1]]，分数+0.0020；估计0.58—0.60s；
位置[2]，would，字符[[2, 7]]，分数+0.0020；估计0.62—0.74s；
位置[13]，a，字符[[51, 52]]，分数+0.0013；估计4.76—4.78s",机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
12,0,负向,-0.6896350979804993,-0.6896350979804993,T,T,4.4869941711425785,0.39831538647413256,5.289912223815918e-07,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",4.16517448425293,0.9659956693649292,-0.24656949937343597,0.8614000678062439,0.41464757919311523,True,"位置[41]，low，字符[[182, 185]]，分数+0.1494；估计12.03—12.29s；
位置[36]，and，字符[[156, 159]]，分数+0.1437；估计10.51—10.81s；
位置[30]，let，字符[[134, 137]]，分数+0.1401；估计9.09—9.23s",-0.11155763268470764,0.025872670114040375,0.01859479397535324,0.06496162712574005,0.2805134057998657,True,"位置[12]，usually，字符[[56, 63]]，分数-0.0065；估计4.65—4.89s；
位置[20]，or，字符[[90, 92]]，分数-0.0061；估计6.95—7.03s；
位置[21]，perhaps，字符[[93, 100]]，分数-0.0057；估计7.07—7.51s",0.03506217151880264,0.008131689392030239,-0.021078435704112053,0.07363832741975784,0.30483901500701904,True,"位置[35]，,，字符[[154, 155]]，分数+0.0034；时间未定位；
位置[34]，g，字符[[153, 154]]，分数+0.0034；估计9.95—10.35s；
位置[33]，sa，字符[[151, 153]]，分数+0.0033；估计9.95—10.35s",机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
13,1,中性,0.0,0.11312393099069595,T,T,1.2546849012374879,-0.4536903403699398,9.313225746154785e-08,"For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",1.8411974906921387,0.9327148795127869,0.014337653294205666,0.6306760311126709,0.640612781047821,True,"位置[19]，a，字符[[71, 72]]，分数+0.1115；估计5.03—5.05s；
位置[21]，between，字符[[86, 93]]，分数+0.1050；估计5.75—6.09s；
位置[25]，the，字符[[105, 108]]，分数+0.0878；估计6.86—6.94s",-0.13282214105129242,0.06728511303663254,0.008396131917834282,0.3693239688873291,0.35938721895217896,True,"位置[22]，any，字符[[94, 97]]，分数-0.0107；估计6.29—6.43s；
位置[23]，two，字符[[98, 101]]，分数-0.0086；估计6.55—6.69s；
位置[26]，given，字符[[109, 114]]，分数-0.0074；估计6.98—7.22s",0.0,0.0,0.0,0.0,0.0,False,无有效视觉观测；不列视觉证据。,机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
14,1,中性,0.0,0.2018175721168518,T,V,2.33612642288208,-0.4536903403699398,3.8370490074157715e-07,He is the co-founder of Rossen and Vettese Limited and the former Executive Director of Uniform Final Examination (UFE) courses at Toronto's York University.,3.669964075088501,0.8065657019615173,-0.07230930030345917,0.36705079674720764,0.57797771692276,True,"位置[11]，Vet，字符[[35, 38]]，分数+0.1775；估计2.14—2.48s；
位置[1]，He，字符[[0, 2]]，分数+0.1516；估计0.50—0.56s；
位置[2]，is，字符[[3, 5]]，分数+0.1426；估计0.60—0.64s",-0.19792377948760986,0.04349866136908531,0.04374215006828308,0.22204047441482544,0.2929649353027344,True,"位置[3]，the，字符[[6, 9]]，分数-0.0202；估计0.66—0.72s；
位置[10]，and，字符[[31, 34]]，分数-0.0190；估计2.02—2.12s；
位置[6]，founder，字符[[13, 20]]，分数-0.0185；估计1.00—1.34s",-0.6822236776351929,0.14993558824062347,0.08094935119152069,0.4109087288379669,0.1290573626756668,True,"位置[19]，Director，字符[[76, 84]]，分数-0.0350；估计4.26—4.66s；
位置[34]，University，字符[[146, 156]]，分数-0.0321；估计9.07—9.61s；
位置[33]，York，字符[[141, 145]]，分数-0.0319；估计8.81—9.01s",机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
15,2,正向,0.6386650800704956,0.6386650800704956,T,T,3.9351176261901855,0.4536903403699398,1.4528632164001465e-07,"However, despite their poverty, the family prioritize education because they believed in its power to transform lives",2.562700033187866,0.7361060976982117,0.13749203085899353,0.6833503842353821,0.4763917922973633,True,"位置[20]，transform，字符[[102, 111]]，分数+0.3343；估计6.92—7.18s；
位置[19]，to，字符[[99, 101]]，分数+0.2809；估计6.86—6.92s；
位置[18]，power，字符[[93, 98]]，分数+0.2699；估计6.64—6.86s",0.5240339636802673,0.15052272379398346,0.01026013121008873,0.05099397152662277,0.2497420459985733,True,"位置[15]，believed，字符[[77, 85]]，分数+0.0471；估计6.01—6.44s；
位置[16]，in，字符[[86, 88]]，分数+0.0361；估计6.46—6.50s；
位置[18]，power，字符[[93, 98]]，分数+0.0338；估计6.64—6.86s",0.3946933150291443,0.1133711189031601,0.05345065891742706,0.26565560698509216,0.273866206407547,True,"位置[21]，lives，字符[[112, 117]]，分数+0.0625；估计7.18—7.30s；
位置[20]，transform，字符[[102, 111]]，分数+0.0362；估计6.92—7.18s；
位置[12]，education，字符[[54, 63]]，分数+0.0210；估计4.51—5.05s",机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
16,0,负向,-2.6363441944122314,-2.6363441944122314,T,T,10.95662727355957,0.39831538647413256,5.289912223815918e-07,"It's a terrible, this is a terrible movie",10.65891170501709,0.9903989434242249,-1.3986546993255615,0.9905558824539185,0.3951055407524109,True,"位置[5]，terrible，字符[[7, 15]]，分数+0.9867；估计0.79—1.21s；
位置[3]，s，字符[[3, 4]]，分数+0.9829；估计0.08—0.58s；
位置[10]，terrible，字符[[27, 35]]，分数+0.9827；估计1.79—2.18s",0.0013642488047480583,0.0001267625339096412,0.013303080573678017,0.009421514347195625,0.2917526662349701,True,"位置[7]，this，字符[[17, 21]]，分数+0.0080；估计1.51—1.61s；
位置[8]，is，字符[[22, 24]]，分数-0.0041；估计1.61—1.65s；
位置[1]，It，字符[[0, 2]]，分数-0.0037；估计0.08—0.58s",-0.10196440666913986,0.009474272839725018,-3.1931325793266296e-05,2.2614418412558734e-05,0.3131418228149414,True,"位置[7]，this，字符[[17, 21]]，分数-0.0160；估计1.51—1.61s；
位置[5]，terrible，字符[[7, 15]]，分数-0.0153；估计0.79—1.21s；
位置[6]，,，字符[[15, 16]]，分数-0.0153；时间未定位",机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
17,2,正向,1.7645349502563477,1.7645349502563477,T,T,8.196987533569336,0.4536903403699398,3.8370490074157715e-07,"Applying these four design concepts to your presentations is simple, easy and will make people think you turned into a design guru.",7.287353038787842,0.941117525100708,0.6162136793136597,0.9338210225105286,0.37702202796936035,True,"位置[14]，will，字符[[78, 82]]，分数+0.3360；估计6.80—6.94s；
位置[13]，and，字符[[74, 77]]，分数+0.3331；估计6.34—6.60s；
位置[7]，your，字符[[39, 43]]，分数+0.3313；估计2.95—3.07s",0.1284841001033783,0.01659294404089451,0.009227560833096504,0.013983607292175293,0.3259231746196747,True,"位置[4]，design，字符[[20, 26]]，分数+0.0185；估计1.74—2.17s；
位置[2]，these，字符[[9, 14]]，分数+0.0157；估计1.08—1.36s；
位置[1]，Applying，字符[[0, 8]]，分数+0.0145；估计0.58—1.02s",0.32746046781539917,0.04228953644633293,0.03444288298487663,0.05219534784555435,0.29705479741096497,True,"位置[19]，turned，字符[[105, 111]]，分数+0.0350；估计7.84—8.06s；
位置[20]，into，字符[[112, 116]]，分数+0.0319；估计8.08—8.22s；
位置[8]，presentations，字符[[44, 57]]，分数+0.0241；估计3.09—3.85s",机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
18,0,负向,-0.5240976214408875,-0.5240976214408875,T,T,1.6950844764709472,0.39831538647413256,1.862645149230957e-07,"-And in Denmark - the first Baltic Cod fishery has been MSC – certified -Meanwhile, the Faeroese Mackerel Fishery has been denied MSC certification based on the fact that the fishery has failed to reach an agreement on mackerel quotas with Norway and the European Union.",1.397430658340454,0.9328067302703857,-0.23843112587928772,0.8355435729026794,0.45224010944366455,True,"位置[17]，Meanwhile，字符[[73, 82]]，分数+0.1514；估计6.33—6.89s；
位置[35]，fact，字符[[161, 165]]，分数+0.1484；估计11.65—11.91s；
位置[32]，based，字符[[148, 153]]，分数+0.1430；估计11.13—11.41s",-0.0013135634362697601,0.0008768240222707391,0.03926517069339752,0.13759848475456238,0.2503354251384735,True,"位置[4]，Denmark，字符[[8, 15]]，分数-0.0025；估计0.82—1.26s；
位置[14]，–，字符[[60, 61]]，分数-0.0023；时间未定位；
位置[34]，the，字符[[157, 160]]，分数-0.0018；估计11.55—11.61s",-0.09934823215007782,0.06631649285554886,0.00766416359692812,0.026857830584049225,0.29742446541786194,True,"位置[35]，fact，字符[[161, 165]]，分数-0.0028；估计11.65—11.91s；
位置[36]，that，字符[[166, 170]]，分数-0.0025；估计11.95—12.05s；
位置[7]，first，字符[[22, 27]]，分数-0.0025；估计1.70—1.96s",机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
19,2,正向,0.630868673324585,0.630868673324585,T,T,2.869961881637573,0.4536903403699398,9.313225746154785e-08,"People are surprisingly forgiving brands when they own up to mistakes, and unfortunately some haters out there love to point fingers and jump all over imperfections, but for the most part, people understand",1.7238577604293823,0.7134371399879456,0.1189216896891594,0.5991554856300354,0.4597186744213104,True,"位置[3]，surprisingly，字符[[11, 23]]，分数+0.1747；估计0.94—1.68s；
位置[36]，part，字符[[183, 187]]，分数+0.1671；估计11.83—12.03s；
位置[35]，most，字符[[178, 182]]，分数+0.1658；估计11.57—11.79s",0.19514819979667664,0.08076418936252594,0.0041162241250276566,0.0207385066896677,0.30271902680397034,True,"位置[1]，People，字符[[0, 6]]，分数+0.0155；估计0.52—0.72s；
位置[2]，are，字符[[7, 10]]，分数+0.0146；估计0.76—0.86s；
位置[3]，surprisingly，字符[[11, 23]]，分数+0.0129；估计0.94—1.68s",0.4972655177116394,0.2057987004518509,0.0754442811012268,0.3801060616970062,0.23756229877471924,True,"位置[21]，love，字符[[111, 115]]，分数+0.0261；估计7.61—7.85s；
位置[22]，to，字符[[116, 118]]，分数+0.0249；估计8.07—8.13s；
位置[20]，there，字符[[105, 110]]，分数+0.0241；估计6.97—7.15s",机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
20,2,正向,0.5035297870635986,0.5035297870635986,T,T,2.6904672622680663,0.4536903403699398,3.8370490074157715e-07,"And of course, click in the link of the description of this video for more, and we'll have more live updates and a stock market video (wrap-up) at the end of the day today.",1.4070277214050293,0.629042387008667,0.10192251950502396,0.6598871350288391,0.4823797047138214,True,"位置[36]，at，字符[[144, 146]]，分数+0.0975；估计8.75—8.87s；
位置[23]，more，字符[[91, 95]]，分数+0.0945；估计5.22—5.49s；
位置[26]，and，字符[[109, 112]]，分数+0.0821；估计6.63—6.81s",0.38757580518722534,0.1732742041349411,0.014685099013149738,0.09507720172405243,0.2626113295555115,True,"位置[40]，the，字符[[158, 161]]，分数+0.0230；估计9.21—9.29s；
位置[36]，at，字符[[144, 146]]，分数+0.0191；估计8.75—8.87s；
位置[30]，video，字符[[128, 133]]，分数+0.0190；估计7.81—8.07s",0.44217365980148315,0.19768336415290833,0.037846848368644714,0.24503563344478607,0.2550089657306671,True,"位置[13]，this，字符[[55, 59]]，分数+0.0212；估计2.74—2.88s；
位置[16]，more，字符[[70, 74]]，分数+0.0201；估计3.54—3.82s；
位置[15]，for，字符[[66, 69]]，分数+0.0188；估计3.30—3.44s",机器对齐估计；视觉时段仅用于回查，并非原特征精确帧时间
